-1.289022625508531306e-01 -1.289022625508531306e-01
-3.257391978395723697e+01 -4.579111203755449822e+01
-8.746657766214315188e+01 -7.885393754266858934e+01
-1.580632997507885307e+02 -1.666924148019411689e+02
-2.862017501833760207e+02 -2.963023750685567848e+02
-5.040895582289661547e+02 -4.953079600405093856e+02
-8.610043983132924268e+02 -8.377555019182315164e+02
-1.473725002760608504e+03 -1.415306667955247576e+03
-2.505172035370624599e+03 -2.414734175345814492e+03
-4.223894182669521797e+03 -4.083907600845464913e+03
-7.127729659941376667e+03 -6.912858799694377012e+03
-1.198139032528616372e+04 -1.171489070581413762e+04
-2.014745315926050171e+04 -1.981150648247177742e+04
-3.385223350656242110e+04 -3.347580237109420705e+04
-5.683424422355710703e+04 -5.653051184099178499e+04
-9.526160111878521275e+04 -9.540976946752725053e+04
-1.593706999802060309e+05 -1.609181708190194040e+05
-2.660271824726202758e+05 -2.712870726959344465e+05
-4.429083371877854224e+05 -4.570109707387321978e+05
-7.349751661374801770e+05 -7.691926200885529397e+05
-1.214706515040894039e+06 -1.293315978593484033e+06
-1.997615642690125853e+06 -2.171888923050472979e+06
-3.264807243338607252e+06 -3.641982114006636664e+06
-5.294052337760806084e+06 -6.096412468921029940e+06
-8.498429250198572874e+06 -1.018331325183154643e+07
-1.346302707768833637e+07 -1.696641073746372759e+07
-2.095091075481855869e+07 -2.817971814707106352e+07
-3.180060175388646126e+07 -4.662582102681070566e+07
-4.652823316872262955e+07 -7.678452067312538624e+07
-6.420670861444950104e+07 -1.257122844441690445e+08
-7.967745136993789673e+07 -2.043044801475658417e+08
-7.705285376149368286e+07 -3.289127793915157318e+08
-1.517505465901184082e+07 -5.230481595681686401e+08
2.040618947095642090e+08 -8.182008897112655640e+08
8.034157483035583496e+08 -1.251116884674491882e+09
2.272973713688293457e+09 -1.850990498390396118e+09
5.667636270562133789e+09 -2.601445778207275391e+09
1.322225964277001953e+10 -3.343606914869567871e+09
2.961538523638085938e+10 -3.547085518698730469e+09
6.455190342141699219e+10 -1.792866150569335938e+09
1.380190259868925781e+11 5.360114958356445312e+09
2.909460860445195312e+11 2.580807098212695312e+10
6.067632961962421875e+11 7.704671972518945312e+10
1.254901937826625000e+12 1.969243120603945312e+11
2.578398352986593750e+12 4.659206792799609375e+11
5.270035699953750000e+12 1.052987961505687500e+12
1.072603275037850000e+13 2.309351788618593750e+12
2.175545079484800000e+13 4.959599341124000000e+12
4.400174601189950000e+13 1.048955181384312500e+13
8.878912152394400000e+13 2.193124530776250000e+13
1.788179609974460000e+14 4.544771690706000000e+13
3.595547998006080000e+14 9.352605697928100000e+13
7.219997542060240000e+14 1.914000442805980000e+14
1.448178277636992000e+15 3.899508452414720000e+14
2.902008013597056000e+15 7.915894693671440000e+14
5.810747912404864000e+15 1.602133435998768000e+15
1.162724106093708800e+16 3.234698550644800000e+15
2.325294469207065600e+16 6.517615684882880000e+15
4.648083593777561600e+16 1.311028828821286400e+16
9.287450792989388800e+16 2.633454615388288000e+16
1.855122512185446400e+17 5.283594046460620800e+16
3.704458614541352960e+17 1.059023461907742720e+17
7.395576602575953920e+17 2.120912336625479680e+17
1.476150227591929856e+18 4.244610516864901120e+17
2.945872103273381888e+18 8.489821393200824320e+17
5.878053229082017792e+18 1.697245553199415296e+18
1.172733017930976461e+19 3.391639169785069568e+18
2.339478315674225869e+19 6.775190766290927616e+18
4.666594771219644416e+19 1.353019252955231027e+19
9.307825812787324518e+19 2.701325456085404877e+19
1.856386887045538120e+20 5.392090115619107635e+19
3.702244180050250301e+20 1.076115443065133466e+20
7.383147392201088041e+20 2.147306680980802109e+20
1.472315805559733354e+21 4.284231429885096100e+20
2.935931701285793825e+21 8.546808890140666102e+20
5.854349559241797272e+21 1.704882901151876383e+21
1.167349597267240891e+22 3.400562535929846170e+21
2.327632362921769776e+22 6.782313210866823070e+21
4.641093680774677057e+22 1.352633701875385893e+22
9.253795890036417652e+22 2.697500910845683145e+22
1.845075294585166789e+23 5.379293091738277433e+22
3.678778882575276903e+23 1.072688738896436464e+23
7.334818688705441688e+23 2.138993315146225125e+23
1.462418850450645918e+24 4.265149555400954001e+23
2.915757256121767808e+24 8.504521368967880093e+23
5.813378134117099856e+24 1.695733737678554666e+24
1.159054238410706254e+25 3.381106110613891154e+24
2.310879130456260092e+25 6.741465262995269099e+24
4.607329210116409631e+25 1.344141577099207881e+25
9.185864265875075307e+25 2.679980697247396323e+25
1.831427592355359856e+26 5.343365333310075051e+25
3.651393107068685560e+26 1.065356950995666691e+26
7.279921119242786437e+26 2.124090098020341059e+26
1.451423377759411361e+27 4.234953204155375373e+26
2.893750006107616571e+27 8.443499982688101925e+26
5.769357382044776493e+27 1.683429285748238756e+27
1.150253285059043302e+28 3.356340081322125235e+27
2.293291118358305352e+28 6.691692030701564549e+27
4.572193616171889763e+28 1.334151048430889298e+28
9.115695226815426329e+28 2.659948750768935045e+28
