4.410026529216280466e-01 4.410026529216280466e-01 4.104191307252713639e-01 4.104191307252713639e-01
2.654266034425425413e+00 1.290370896824984737e+00 1.796998200305264914e+00 3.059153415400983178e+00
7.212030023006922974e+00 1.664646982081577908e+00 3.892606422456974080e+00 5.051127381753179435e+00
1.439869332266942692e+01 3.840915013736591721e+00 6.179924862831963850e+00 9.979449519615961606e+00
2.968202286774248932e+01 8.003094034358332109e+00 9.642446963393581427e+00 1.695872507056736822e+01
6.105097374791045439e+01 1.614020430636220738e+01 1.387392662477054373e+01 2.713730690046187277e+01
1.198264362124822355e+02 3.347677334617401357e+01 1.853049828382127373e+01 4.362628957970711951e+01
2.422932370146285166e+02 6.637170680934340794e+01 1.988666711867814740e+01 7.031028527102377268e+01
4.865169865859890592e+02 1.356189780940075593e+02 1.045378160784103905e+01 1.126925997025447685e+02
9.723552630565047821e+02 2.715110117138420947e+02 -2.954378964105656991e+01 1.772468648672772247e+02
1.945349941000916260e+03 5.477693405738141337e+02 -1.439527897529115421e+02 2.725132749670698331e+02
3.886772273241706898e+03 1.099568928709790725e+03 -4.321664428952756225e+02 4.087201493354838817e+02
7.764391565443756917e+03 2.206874186104680120e+03 -1.105213487656324560e+03 5.839199749105168848e+02
1.550506496328682988e+04 4.425214031427356531e+03 -2.614271505059052743e+03 7.719967226694573128e+02
3.095733369133491215e+04 8.864687365123980271e+03 -5.905615862477692644e+03 8.749057297875608583e+02
6.179662158264264872e+04 1.774717531674144993e+04 -1.294855093152020709e+04 6.188384815892987945e+02
1.233335996862071188e+05 3.550636784995315247e+04 -2.780314703169816494e+04 -6.722447087742791609e+02
2.461113138579225051e+05 7.099888902479462558e+04 -5.879533826134741685e+04 -4.562390051673420203e+03
4.910458136522536515e+05 1.419065821939515881e+05 -1.229104910815850599e+05 -1.455039257435477157e+04
9.796345568835602608e+05 2.835209217105957214e+05 -2.546787465652846731e+05 -3.824168937357512914e+04
1.954174668038665783e+06 5.662764307840551483e+05 -5.240573080058511114e+05 -9.186717498357908335e+04
3.897867024767373689e+06 1.130716418894925620e+06 -1.072408280650080182e+06 -2.096022057827141252e+05
7.774287372173939832e+06 2.257242689563373104e+06 -2.184767695374391973e+06 -4.626423699512734893e+05
1.550487831968776882e+07 4.505233586179448292e+06 -4.434831938792502508e+06 -9.981231597376093268e+05
3.092106020887466520e+07 8.990505685803180560e+06 -8.975544567973826081e+06 -2.118173862280470785e+06
6.166260953688987345e+07 1.793864968023124337e+07 -1.812105759403952956e+07 -4.440013587608208880e+06
1.229627998050496578e+08 3.578849774095126241e+07 -3.651137700011782348e+07 -9.219354420568984002e+06
2.451953708969735503e+08 7.139261033711233735e+07 -7.344177262895099819e+07 -1.900230395153420046e+07
4.889219082643101215e+08 1.424051760757087767e+08 -1.475195554254207611e+08 -3.893712341755995154e+07
9.748934245588860512e+08 2.840316115931313038e+08 -2.959696757822192907e+08 -7.940993644612601399e+07
1.943867456549379826e+09 5.664750243023300171e+08 -5.932234851226482391e+08 -1.613341176589287519e+08
3.875870443772731781e+09 1.129723365152080774e+09 -1.188040518974457264e+09 -3.267543235944229364e+08
7.727980076471406937e+09 2.252911643682638168e+09 -2.377622095459297657e+09 -6.600869009274125099e+08
1.540840771170592308e+10 4.492621549754190445e+09 -4.755547692781692505e+09 -1.330634764506939173e+09
3.072170446888188171e+10 8.958630404250072479e+09 -9.507014148305038452e+09 -2.677633546131669998e+09
6.125326865537425232e+10 1.786370813736920929e+10 -1.899795998124799728e+10 -5.380289431049891472e+09
1.221265781096322937e+11 3.561981048655681610e+10 -3.795046048805555725e+10 -1.079759867143255997e+10
2.434941470118866272e+11 7.102366900062945557e+10 -7.578756825161270142e+10 -2.164722625731224823e+10
4.854725426574251099e+11 1.416143934756510925e+11 -1.513106913104382324e+11 -4.336132465120854187e+10
9.679188714878967285e+11 2.823615604574515381e+11 -3.020290749162473145e+11 -8.679359101345452881e+10
1.929797161478595215e+12 5.629872490935540771e+11 -6.027671117652137451e+11 -1.736230393503582764e+11
3.847538980721388184e+12 1.122502037402030762e+12 -1.202773843009740234e+12 -3.471388764014619141e+11
7.671022484581356445e+12 2.238061297276876953e+12 -2.399728764299589844e+12 -6.937615913848260498e+11
1.529405039387791016e+13 4.462247362726375000e+12 -4.787322262674333984e+12 -1.385982248374829590e+12
3.049235434250318750e+13 8.896775080484601562e+12 -9.549546486593167969e+12 -2.768026010507769531e+12
6.079371775527370312e+13 1.773818964075835938e+13 -1.904752500612706250e+13 -5.526733607429921875e+12
1.212064850104245000e+14 3.536584460936674219e+13 -3.798964929825568750e+13 -1.103240745563195312e+13
2.416531770348845000e+14 7.051104106961925000e+13 -7.576477794150490625e+13 -2.201862787549148438e+13
4.817910585109381250e+14 1.405817095817302188e+14 -1.510944468671141250e+14 -4.393806376416022656e+13
